path,label,source
data\generated_ai\hi\ai_hi_122.wav,1,gtts_hi
data\generated_ai\hi\ai_hi_123.wav,1,gtts_hi
data\generated_ai\hi\ai_hi_124.wav,1,gtts_hi
data\generated_ai\hi\ai_hi_125.wav,1,gtts_hi
data\generated_ai\hi\ai_hi_126.wav,1,gtts_hi
data\generated_ai\hi\ai_hi_127.wav,1,gtts_hi
data\generated_ai\hi\ai_hi_128.wav,1,gtts_hi
data\generated_ai\hi\ai_hi_129.wav,1,gtts_hi
data\generated_ai\hi\ai_hi_13.wav,1,gtts_hi
data\generated_ai\hi\ai_hi_130.wav,1,gtts_hi
data\generated_ai\hi\ai_hi_131.wav,1,gtts_hi
data\generated_ai\hi\ai_hi_132.wav,1,gtts_hi
data\generated_ai\hi\ai_hi_133.wav,1,gtts_hi
data\generated_ai\hi\ai_hi_134.wav,1,gtts_hi
data\generated_ai\hi\ai_hi_135.wav,1,gtts_hi
data\generated_ai\hi\ai_hi_136.wav,1,gtts_hi
data\generated_ai\hi\ai_hi_137.wav,1,gtts_hi
data\generated_ai\hi\ai_hi_138.wav,1,gtts_hi
data\generated_ai\hi\ai_hi_139.wav,1,gtts_hi
data\generated_ai\hi\ai_hi_14.wav,1,gtts_hi
data\generated_ai\hi\ai_hi_140.wav,1,gtts_hi
data\generated_ai\hi\ai_hi_141.wav,1,gtts_hi
data\generated_ai\hi\ai_hi_142.wav,1,gtts_hi
data\generated_ai\hi\ai_hi_143.wav,1,gtts_hi
data\generated_ai\hi\ai_hi_144.wav,1,gtts_hi
data\generated_ai\hi\ai_hi_145.wav,1,gtts_hi
data\generated_ai\hi\ai_hi_146.wav,1,gtts_hi
data\generated_ai\hi\ai_hi_147.wav,1,gtts_hi
data\generated_ai\hi\ai_hi_148.wav,1,gtts_hi
data\generated_ai\hi\ai_hi_149.wav,1,gtts_hi
data\generated_ai\hi\ai_hi_15.wav,1,gtts_hi
data\generated_ai\hi\ai_hi_150.wav,1,gtts_hi
data\generated_ai\hi\ai_hi_151.wav,1,gtts_hi
data\generated_ai\hi\ai_hi_152.wav,1,gtts_hi
data\generated_ai\hi\ai_hi_153.wav,1,gtts_hi
data\generated_ai\hi\ai_hi_154.wav,1,gtts_hi
data\generated_ai\hi\ai_hi_155.wav,1,gtts_hi
data\generated_ai\hi\ai_hi_156.wav,1,gtts_hi
data\generated_ai\hi\ai_hi_157.wav,1,gtts_hi
data\generated_ai\hi\ai_hi_158.wav,1,gtts_hi
data\generated_ai\hi\ai_hi_159.wav,1,gtts_hi
data\generated_ai\hi\ai_hi_16.wav,1,gtts_hi
data\generated_ai\hi\ai_hi_160.wav,1,gtts_hi
data\generated_ai\hi\ai_hi_161.wav,1,gtts_hi
data\generated_ai\hi\ai_hi_162.wav,1,gtts_hi
data\generated_ai\hi\ai_hi_163.wav,1,gtts_hi
data\generated_ai\hi\ai_hi_164.wav,1,gtts_hi
data\generated_ai\hi\ai_hi_165.wav,1,gtts_hi
data\generated_ai\hi\ai_hi_166.wav,1,gtts_hi
data\generated_ai\hi\ai_hi_167.wav,1,gtts_hi
data\generated_ai\hi\ai_hi_168.wav,1,gtts_hi
data\generated_ai\hi\ai_hi_169.wav,1,gtts_hi
data\generated_ai\hi\ai_hi_17.wav,1,gtts_hi
data\generated_ai\hi\ai_hi_170.wav,1,gtts_hi
data\generated_ai\hi\ai_hi_171.wav,1,gtts_hi
data\generated_ai\hi\ai_hi_172.wav,1,gtts_hi
data\generated_ai\hi\ai_hi_173.wav,1,gtts_hi
data\generated_ai\hi\ai_hi_174.wav,1,gtts_hi
data\generated_ai\hi\ai_hi_175.wav,1,gtts_hi
data\generated_ai\hi\ai_hi_176.wav,1,gtts_hi
data\generated_ai\hi\ai_hi_177.wav,1,gtts_hi
data\generated_ai\hi\ai_hi_178.wav,1,gtts_hi
data\generated_ai\hi\ai_hi_179.wav,1,gtts_hi
data\generated_ai\hi\ai_hi_18.wav,1,gtts_hi
data\generated_ai\hi\ai_hi_180.wav,1,gtts_hi
data\generated_ai\hi\ai_hi_181.wav,1,gtts_hi
data\generated_ai\hi\ai_hi_182.wav,1,gtts_hi
data\generated_ai\hi\ai_hi_183.wav,1,gtts_hi
data\generated_ai\hi\ai_hi_184.wav,1,gtts_hi
data\generated_ai\hi\ai_hi_185.wav,1,gtts_hi
data\generated_ai\hi\ai_hi_186.wav,1,gtts_hi
data\generated_ai\hi\ai_hi_187.wav,1,gtts_hi
data\generated_ai\hi\ai_hi_188.wav,1,gtts_hi
data\generated_ai\hi\ai_hi_189.wav,1,gtts_hi
data\generated_ai\hi\ai_hi_19.wav,1,gtts_hi
data\generated_ai\hi\ai_hi_190.wav,1,gtts_hi
data\generated_ai\hi\ai_hi_191.wav,1,gtts_hi
data\generated_ai\hi\ai_hi_192.wav,1,gtts_hi
data\generated_ai\hi\ai_hi_193.wav,1,gtts_hi
data\generated_ai\hi\ai_hi_194.wav,1,gtts_hi
data\generated_ai\hi\ai_hi_195.wav,1,gtts_hi
data\generated_ai\hi\ai_hi_196.wav,1,gtts_hi
data\generated_ai\hi\ai_hi_197.wav,1,gtts_hi
data\generated_ai\hi\ai_hi_198.wav,1,gtts_hi
data\generated_ai\hi\ai_hi_199.wav,1,gtts_hi
data\generated_ai\hi\ai_hi_2.wav,1,gtts_hi
data\generated_ai\hi\ai_hi_20.wav,1,gtts_hi
data\generated_ai\hi\ai_hi_21.wav,1,gtts_hi
data\generated_ai\hi\ai_hi_22.wav,1,gtts_hi
data\generated_ai\hi\ai_hi_23.wav,1,gtts_hi
data\generated_ai\hi\ai_hi_24.wav,1,gtts_hi
data\generated_ai\hi\ai_hi_25.wav,1,gtts_hi
data\generated_ai\hi\ai_hi_26.wav,1,gtts_hi
data\generated_ai\hi\ai_hi_27.wav,1,gtts_hi
data\generated_ai\hi\ai_hi_28.wav,1,gtts_hi
data\generated_ai\hi\ai_hi_29.wav,1,gtts_hi
data\generated_ai\hi\ai_hi_3.wav,1,gtts_hi
data\generated_ai\hi\ai_hi_30.wav,1,gtts_hi
data\generated_ai\hi\ai_hi_31.wav,1,gtts_hi
data\generated_ai\hi\ai_hi_32.wav,1,gtts_hi
data\generated_ai\hi\ai_hi_33.wav,1,gtts_hi
data\generated_ai\hi\ai_hi_34.wav,1,gtts_hi
data\generated_ai\hi\ai_hi_35.wav,1,gtts_hi
data\generated_ai\hi\ai_hi_36.wav,1,gtts_hi
data\generated_ai\hi\ai_hi_37.wav,1,gtts_hi
data\generated_ai\hi\ai_hi_38.wav,1,gtts_hi
data\generated_ai\hi\ai_hi_39.wav,1,gtts_hi
data\generated_ai\hi\ai_hi_4.wav,1,gtts_hi
data\generated_ai\hi\ai_hi_40.wav,1,gtts_hi
data\generated_ai\hi\ai_hi_41.wav,1,gtts_hi
data\generated_ai\hi\ai_hi_42.wav,1,gtts_hi
data\generated_ai\hi\ai_hi_43.wav,1,gtts_hi
data\generated_ai\hi\ai_hi_44.wav,1,gtts_hi
data\generated_ai\hi\ai_hi_45.wav,1,gtts_hi
data\generated_ai\hi\ai_hi_46.wav,1,gtts_hi
data\generated_ai\hi\ai_hi_47.wav,1,gtts_hi
data\generated_ai\hi\ai_hi_48.wav,1,gtts_hi
data\generated_ai\hi\ai_hi_49.wav,1,gtts_hi
data\generated_ai\hi\ai_hi_5.wav,1,gtts_hi
data\generated_ai\hi\ai_hi_50.wav,1,gtts_hi
data\generated_ai\hi\ai_hi_51.wav,1,gtts_hi
data\generated_ai\hi\ai_hi_52.wav,1,gtts_hi
data\generated_ai\hi\ai_hi_53.wav,1,gtts_hi
data\generated_ai\hi\ai_hi_54.wav,1,gtts_hi
data\generated_ai\hi\ai_hi_55.wav,1,gtts_hi
data\generated_ai\hi\ai_hi_56.wav,1,gtts_hi
data\generated_ai\hi\ai_hi_57.wav,1,gtts_hi
data\generated_ai\hi\ai_hi_58.wav,1,gtts_hi
data\generated_ai\hi\ai_hi_59.wav,1,gtts_hi
data\generated_ai\hi\ai_hi_6.wav,1,gtts_hi
data\generated_ai\hi\ai_hi_60.wav,1,gtts_hi
data\generated_ai\hi\ai_hi_61.wav,1,gtts_hi
data\generated_ai\hi\ai_hi_62.wav,1,gtts_hi
data\generated_ai\hi\ai_hi_63.wav,1,gtts_hi
data\generated_ai\hi\ai_hi_64.wav,1,gtts_hi
data\generated_ai\hi\ai_hi_65.wav,1,gtts_hi
data\generated_ai\hi\ai_hi_66.wav,1,gtts_hi
data\generated_ai\hi\ai_hi_67.wav,1,gtts_hi
data\generated_ai\hi\ai_hi_68.wav,1,gtts_hi
data\generated_ai\hi\ai_hi_69.wav,1,gtts_hi
data\generated_ai\hi\ai_hi_7.wav,1,gtts_hi
data\generated_ai\hi\ai_hi_70.wav,1,gtts_hi
data\generated_ai\hi\ai_hi_71.wav,1,gtts_hi
data\generated_ai\hi\ai_hi_72.wav,1,gtts_hi
data\generated_ai\hi\ai_hi_73.wav,1,gtts_hi
data\generated_ai\hi\ai_hi_74.wav,1,gtts_hi
data\generated_ai\hi\ai_hi_75.wav,1,gtts_hi
data\generated_ai\hi\ai_hi_76.wav,1,gtts_hi
data\generated_ai\hi\ai_hi_77.wav,1,gtts_hi
data\generated_ai\hi\ai_hi_78.wav,1,gtts_hi
data\generated_ai\hi\ai_hi_79.wav,1,gtts_hi
data\generated_ai\hi\ai_hi_8.wav,1,gtts_hi
data\generated_ai\hi\ai_hi_80.wav,1,gtts_hi
data\generated_ai\hi\ai_hi_81.wav,1,gtts_hi
data\generated_ai\hi\ai_hi_82.wav,1,gtts_hi
data\generated_ai\hi\ai_hi_83.wav,1,gtts_hi
data\generated_ai\hi\ai_hi_84.wav,1,gtts_hi
data\generated_ai\hi\ai_hi_85.wav,1,gtts_hi
data\generated_ai\hi\ai_hi_86.wav,1,gtts_hi
data\generated_ai\hi\ai_hi_87.wav,1,gtts_hi
data\generated_ai\hi\ai_hi_88.wav,1,gtts_hi
data\generated_ai\hi\ai_hi_89.wav,1,gtts_hi
data\generated_ai\hi\ai_hi_9.wav,1,gtts_hi
data\generated_ai\hi\ai_hi_90.wav,1,gtts_hi
data\generated_ai\hi\ai_hi_91.wav,1,gtts_hi
data\generated_ai\hi\ai_hi_92.wav,1,gtts_hi
data\generated_ai\hi\ai_hi_93.wav,1,gtts_hi
data\generated_ai\hi\ai_hi_94.wav,1,gtts_hi
data\generated_ai\hi\ai_hi_95.wav,1,gtts_hi
data\generated_ai\hi\ai_hi_96.wav,1,gtts_hi
data\generated_ai\hi\ai_hi_97.wav,1,gtts_hi
data\generated_ai\hi\ai_hi_98.wav,1,gtts_hi
data\generated_ai\hi\ai_hi_99.wav,1,gtts_hi
data\generated_ai\hi\ai_hi_0.wav,1,gtts_hi
data\generated_ai\hi\ai_hi_1.wav,1,gtts_hi
data\generated_ai\hi\ai_hi_10.wav,1,gtts_hi
data\generated_ai\hi\ai_hi_100.wav,1,gtts_hi
data\generated_ai\hi\ai_hi_101.wav,1,gtts_hi
data\generated_ai\hi\ai_hi_102.wav,1,gtts_hi
data\generated_ai\hi\ai_hi_103.wav,1,gtts_hi
data\generated_ai\hi\ai_hi_104.wav,1,gtts_hi
data\generated_ai\hi\ai_hi_105.wav,1,gtts_hi
data\generated_ai\hi\ai_hi_106.wav,1,gtts_hi
data\generated_ai\hi\ai_hi_107.wav,1,gtts_hi
data\generated_ai\hi\ai_hi_108.wav,1,gtts_hi
data\generated_ai\hi\ai_hi_109.wav,1,gtts_hi
data\generated_ai\hi\ai_hi_11.wav,1,gtts_hi
data\generated_ai\hi\ai_hi_110.wav,1,gtts_hi
data\generated_ai\hi\ai_hi_111.wav,1,gtts_hi
data\generated_ai\hi\ai_hi_112.wav,1,gtts_hi
data\generated_ai\hi\ai_hi_113.wav,1,gtts_hi
data\generated_ai\hi\ai_hi_114.wav,1,gtts_hi
data\generated_ai\hi\ai_hi_115.wav,1,gtts_hi
data\generated_ai\hi\ai_hi_116.wav,1,gtts_hi
data\generated_ai\hi\ai_hi_117.wav,1,gtts_hi
data\generated_ai\hi\ai_hi_118.wav,1,gtts_hi
data\generated_ai\hi\ai_hi_119.wav,1,gtts_hi
data\generated_ai\hi\ai_hi_12.wav,1,gtts_hi
data\generated_ai\hi\ai_hi_120.wav,1,gtts_hi
data\generated_ai\hi\ai_hi_121.wav,1,gtts_hi
data\generated_ai\hi\ai_hi_122.wav,1,gtts_hi
data\generated_ai\hi\ai_hi_123.wav,1,gtts_hi
data\generated_ai\hi\ai_hi_124.wav,1,gtts_hi
data\generated_ai\hi\ai_hi_125.wav,1,gtts_hi
data\generated_ai\hi\ai_hi_126.wav,1,gtts_hi
data\generated_ai\hi\ai_hi_127.wav,1,gtts_hi
data\generated_ai\hi\ai_hi_128.wav,1,gtts_hi
data\generated_ai\hi\ai_hi_129.wav,1,gtts_hi
data\generated_ai\hi\ai_hi_13.wav,1,gtts_hi
data\generated_ai\hi\ai_hi_130.wav,1,gtts_hi
data\generated_ai\hi\ai_hi_131.wav,1,gtts_hi
